# Struck veins: work that has already been tried, sized, or measured and found not
# worth doing. Consult this BEFORE starting a lane -- `check_struck.py <target>`.
#
# Why this file exists: the `bunfig` preload change was implemented and reverted
# TWICE, costing the same 5 bun files both times, because the first retirement was
# recorded only as prose in RESUME.md -- which is now ~2300 lines and no lane reads
# end to end. A retired vein is only useful if the next lane trips over it.
#
# verdict values:
#   COSTS_GREEN  implemented and measured; it loses files. Do not re-attempt as-is.
#   TOO_BIG      real and correct, but the work is out of proportion to the files.
#   BLOCKED      needs something unavailable (prebuilt JSC, docker, missing OpenSSL).
#   NOT_A_BUG    the failure is the test doing what it is supposed to do.
#   DECLINED     technically cheap, but wrong to do (gaming a metric, weakening a check).
#   LOW_YIELD    measured and it moves ~nothing; the signature over-promised.
#   OVERTURNED   an earlier verdict that a later, measured change disproved. The
#                original row STAYS (this file is append-only); this row names the
#                commit and the measurement that overturned it.
#
# Columns: area <TAB> target <TAB> verdict <TAB> cost_or_size <TAB> evidence
#
# Append-only. If you overturn an entry, do not delete it -- add a new row whose
# evidence names the commit that overturned it, so the history stays auditable.
#
area	target	verdict	cost_or_size	evidence
node	process.env.TZ changing the offset of an ALREADY-STRINGIFIED Date	BLOCKED	1 file (test-process-env-tz.js)	the TZ wiring is COMPLETE and correct -- __mbunProcNative.setTimeZone (process_base.inc:688) does setenv + WTF::setTimeZoneOverride + DateCache::resetIfNecessarySlow, and node_process_extra.cppm:371 applyTZ calls it from the env Proxy set/delete traps. Measured on the frozen binary with one long-lived Date: the display NAME follows every reassignment (Central European Summer Time -> British Summer Time -> GMT) but the OFFSET and wall clock stay frozen at 'Sat Apr 14 2018 14:34:56 GMT+0200'. Cause is upstream JSC: DateInstance::m_data is a per-object RefPtr<DateInstanceData> and DateInstance::gregorianDateTime() returns the cached local breakdown whenever m_gregorianDateTimeCachedForMS == internalNumber() (DateInstance.h:62-66). DateInstanceData (DateInstanceCache.h:36-52) carries NO timezone epoch, and DateCache::resetIfNecessarySlow only resets the VM-level lookup table, never the RefPtrs already handed out. Needs a JSC patch adding a tz epoch to DateInstanceData -- not reachable from the binding layer
node	process._getActiveRequests / getActiveResourcesInfo reporting fs requests	TOO_BIG	2 files, but the change is 'make node:fs actually asynchronous'	test-process-getactiverequests.js and -getactiveresources-track-active-requests.js both fire 12 fs.open() calls and then SYNCHRONOUSLY assert the count is 12. That can never hold in mbun because its whole async fs layer is synchronous: bootstrap.cppm:6674 fs.open does `try { const fd = ...__mbunFdNative.open(...); callback(null, fd) } catch (e) { callback(e) }` -- the callback runs before fs.open returns, and every sibling (stat, lstat, readdir, unlink, realpath, rename, copyFile, rm, rmdir, truncate) is written the same way. So there is no in-flight window to report, and _getActiveRequests (node_process_extra.cppm arrayStubs) is a []-stub with nothing to observe. Gaining these 2 files means deferring fs callbacks to a later loop turn, i.e. changing the completion ordering of the entire test-fs-* family plus every bun js/node/fs file -- a lane of its own, with a full-corpus gate. NOTE for whoever takes it: the deferral is the node-FAITHFUL behaviour, so this is a real fidelity gap, not just a scoreboard item
node	process.versions full C-dependency bill of materials	DECLINED	1 file (test-process-versions.js)	the file asserts Object.keys(process.versions) deepStrictEquals a ~25-name list (ares, nghttp2, nghttp3, ngtcp2, uvwasi, llhttp, simdjson, simdutf, ada, nbytes, merve, brotli, zstd, uv, cldr, unicode, tz, ncrypto, ...), each matching a semver regex, each non-writable, plus process.config.variables.node_builtin_shareable_builtins and napi_build_version, plus process.versions.acorn === the version in deps/acorn/acorn/package.json. mbun links none of those libraries. Passing it means inventing version strings for ~25 C dependencies the runtime does not contain, which is fabricating a software bill of materials -- exactly the kind of assertion that should stay red until the deps are real
node	process.getBuiltinModule full equality over module.builtinModules	TOO_BIG	1 file, but the change is the composition of module.builtinModules	wave 64 fixed the two cheap halves of test-process-get-builtin.mjs -- validateString (ERR_INVALID_ARG_TYPE, was a bare coercion) and node's scheme-only rule, so getBuiltinModule('test'/'sea'/'sqlite') and 'internal/*' now return undefined. MEASURED still red at line 54: the file iterates module.builtinModules and asserts getBuiltinModule(id) === require(id) for every entry, and mbun's builtinModules carries 8 bun-only specifiers node never lists (bun, bun:ffi, bun:jsc, bun:sqlite, bun:test, bun:wrap, ws, undici). getBuiltinModule('bun:test') resolves the static builtin table while require('bun:test') returns the per-run harness object, so they are not identical. Lines 57-72 then do `await import('node:' + id)` for each, i.e. import('node:bun:ffi'). Passing needs builtinModules trimmed to node's list -- which is read by the bun corpus too, so it is a cross-corpus change with its own gate, not a process fix
bun	js/web/timers/setInterval.test.js	BLOCKED	1 file, unfixable without editing compat/	wave 64 measured it: setInterval.test.js:128 runs `join(import.meta.dir, "setInterval-cancel-fixture.js")`, but the file git tracks (and checks out) is `test/js/web/timers/setinterval-cancel-fixture.js` -- lowercase `i`. On a case-sensitive filesystem `toRun()` can never resolve it, so that test is permanently red and the FILE can never green here. Confirmed with `git ls-files`. The other failure in the file (timers-fixture-unref.js `_idleTimeout`/`_onTimeout` interval cancellation) WAS fixed in wave 64 and is green; the file still cannot go green. Do not spend a lane on the remaining timers failures expecting this file
bun	js/web all-skipped bucket (8 files) as gainable	NOT_A_BUG	0 files of the 8	wave 64 audited all 8 js/web `all-skipped` files. Every one is correctly skipped and matches bun: fetch/exiting.test.ts + fetch/encoding.test.ts are 100% `test.todo` (bun skips todo without --todo); websocket/websocket-proxy-tunnel-{client,upgrade}-leak.test.ts are `test.skipIf(!isDebug)`; fetch/fetch-abort-socket-close-race.test.ts is `test.skipIf(!isASAN)`; fetch/fetch-syscall-fault.test.ts + websocket/websocket-syscall-fault.test.ts are `describe.skipIf(skip)` on an absent fault-injection harness; url/url.windows.test.js is Windows-only. `all-skipped` is the runner's classification for passed==0, not an mbun defect. The js/web "22 no-verdict" bucket is really 14
bun	Bun shell `$` spawning a client that must talk to an in-process Bun.serve	TOO_BIG	blocks js/web/fetch/body-stream-excess.test.ts (4 tests); shell I/O is event-loop-blocking	wave 64 minimised it: `await $`curl ${server.url}`.quiet()` against a same-process `Bun.serve` HANGS FOREVER (>180s, no output) even for a plain `new Response("hello")` -- so it is NOT the `type:"direct"` ReadableStream the test is about. `$`curl --version`` and `$`curl --verbose file:///etc/hostname`` both return normally, and `fetch(server.url)` against the same direct-stream server returns "hello" correctly. The shell's subprocess wait blocks the JS thread, so Bun.serve never accepts the connection the child opens. Fixing it means making the shell's spawn/pipe drain event-loop driven -- a shell-core rewrite, not a fetch or streams fix
node	test-crypto-key-objects.js -- the last two blockers are same-binary corpus conflicts	COSTS_GREEN	+1 node file for -2 bun files, both measured green	wave 64 fixed every OTHER blocker in this 1132-line file (JWK error codes+ordering, key.key validateObject, key.format/key.type paths, DSA/RSA-PSS jwk export, pkcs1/sec1 key-type gate, RSA-PSS default PSS params, sign salt-vs-digest error order, getCurves). Two remain and BOTH are cases where compat/node and compat/bun demand different strings from ONE binary. (1) line 357: createPrivateKey on a public-only PKCS#1 DER -- node wants OpenSSL 3's `error:1E08010C:DECODER routines::unsupported` + library 'DECODER routines'; compat/bun/test/js/node/crypto/crypto.key-objects.test.ts:343 pins BoringSSL's `error:06000066:public key routines:OPENSSL_internal:DECODE_ERROR` for the identical call and is green 85p/0f. NOTE the flip is not simply -1: bun's OWN corpus copy of this node test (compat/bun/test/js/node/test/parallel/test-crypto-key-objects.js:328) takes the same hasOpenSSL3 arm and wants the DECODER message too, so flipping is +1/-1 = 0 in isolation, and only becomes +1 if that older 904-line copy greens outright -- it was still 0p/1f at line 322 after wave 64's fixes, so its remaining tail is UNMEASURED. (2) line 500: an OKP private JWK whose x does not match d must be ERR_CRYPTO_INVALID_JWK; compat/bun/test/js/web/crypto/web-crypto.test.ts:554 imports an X25519 JWK whose x is …ae143d6ad72e46a while d's real public half is …ba4a98eaa9b4e6a, and expects success -- implementing the check took that file green 23p/0f -> 22p/1f (MEASURED, not predicted). node shares one native JWK importer between node:crypto and WebCrypto (webcrypto_util.js importJwkKey) so there is no honest surface-level discriminator either
node	crypto.getCurves() full OpenSSL builtin list	COSTS_GREEN	-1 node file and -1 bun file, both measured green, for +0	wave 64 implemented it (AN.ecCurves -> EC_get_builtin_curves; markdown_web.cppm getCurves), took the stub from 4 names to 82, and REVERTED it. It is node's real behaviour and it does unblock test-crypto-key-objects.js:1012 `assert(getCurves().find(c => !supported.includes(c)))`, but that file cannot green anyway (see the row above), and the expansion cost two files that iterate the list: compat/node/test/parallel/test-crypto-keygen-missing-oid.js pass -> fail, and compat/bun/test/js/node/crypto/ecdh.test.ts green 14p/0f -> test-failure 13p/1f. Measured over 396 node test-crypto*/test-webcrypto*/test-tls* files (266 -> 265 pass) and 135 bun crypto files (19 -> 18 green). Anyone retrying this must first make the curves OUTSIDE the four JWK-registered ones work end to end in keygen and ECDH, not just appear in the list
both	AbortError DOMException message trailing stop	BLOCKED	1 bun file now, 3 node files latent	w65 census, mechanically found by conflict_census.py `pairs`. compat/node/test/parallel/test-web-locks.js:77 and test-errors-aborterror.js:10 assert `err.message === 'The operation was aborted'`; compat/bun/test/js/node/events/event-emitter.test.ts:598 (GREEN) and js/node/fs/promises.test.js:416 assert `"The operation was aborted."` WITH the stop, and js/bun/http/serve.test.ts:502,528 toThrow the same. It is NOT blocking today only because mbun forks by accident: the node-shaped modules build `new Error("The operation was aborted")` (node_timers.cppm:369, node_stream_core.cppm:158, node_http.cppm:1774, node_readline.cppm:81, node_fs_watch.cppm:94, js_net.cppm:789, js_streams.cppm:1212) while the Web AbortSignal path builds `new G.DOMException("The operation was aborted.", "AbortError")` (markdown_web.cppm:2313,2359, js_net_part2.cppm:2346). Any lane that unifies those two spellings turns a latent conflict into a live one. Recover it with per-process dialect dispatch, not by picking a spelling
both	crypto.getCurves() is NOT a dialect conflict	NOT_A_BUG	-	w65 census correction to the row above. getCurves lost a file in EACH corpus (node test-crypto-keygen-missing-oid.js AND bun ecdh.test.ts), so no per-dialect selection recovers it -- both dialects want the same thing, which is a curve list whose entries actually work in keygen and ECDH. Do not put it on the dialect-dispatch worklist; it is ordinary unfinished implementation
both	cross-corpus behaviour conflicts, census of	DEFERRED	11 confirmed, blocking 8 node + 7 bun corpus files	w65 census: tools/integration/conflict_census.py (ledger + mine + pairs) over the w64-fin-node and w63-fin-bun runs. 11 confirmed conflicts, 4 suspected, 9 cleared. NONE is irreducible: 10 of 11 are per-process (the whole run is node-flavoured or bun-flavoured) and 1 needs the dialect to reach a CHILD process, which argv0 already does because the tests spawn `process.argv[0]`. The mechanism is 80% present and unused: src/main.cpp:140 `is_node_argv0` -> src/app.cppm:2817 `set_pretend_to_be_node(true)`, and `mbun::cli::run::pretend_to_be_node()` (src/run_command.cppm:239) is exported and read by NOBODY. The node corpus runner invokes `<target>/bin/mbun <file>`, so argv0 never ends in `node` and the emulation path is never taken. Do not re-verdict these one at a time; they are one work item
bun	cli/install install-CLI argument parsing as a file-gaining vein	LOW_YIELD	+0 files of 73 measured; the fix itself is ~200 lines	wave 65 took the vein wave 64's ESM row pointed at and MEASURED it end to end against a frozen baseline (target/integration/w65-before, 73 cli/install files: 10 green / 505 pass / 1375 fail). mbun's `run_install` had its own ad-hoc if-chain that rejected every flag `add` already tolerated, so 10 files died on `error: unsupported install argument` -- 18x --trust, 8x --linker=hoisted, 4x --no-summary, plus bare positionals (`bun install foo`). Fixed by giving install and add ONE parser (src/cli.cppm parse_install sharing ADD_*_FLAGS, --linker gated on the VALUE since hoisted is mbun's only linker), routing positionals to the add path, and adding --only-missing + folder-positional name derivation (`bun add file:../pkg` now writes `"pkg": "file:../pkg"` instead of dying on `unsafe dependency name: 'file:../pkg'`). RESULT: 9 green / 506 pass / 1176 fail. Assertion-level progress is real (bun-install-retry 4/6->7/3, test-dev-peer-dependency-priority 0/4->2/2, bun-install-security-provider 0/43->1/42) and NO file crossed to green. The reason is structural: every remaining cli/install file has 2+ independent blockers behind the argument gate, so unblocking argument parsing only exposes the next one. Two files (overrides, bun-install) went test-failure->blocked-external because the install now correctly PROCEEDS and then hangs on an unreachable real registry -- more correct behaviour, still not a pass. cli/ greens outside install held 33/33. Do not re-run this vein expecting files; the flag parity is landed and the next blocker is per-file feature work
bun	cli/install/bun-remove.test.ts via a `bun remove` subcommand	TOO_BIG	1 file; 4 of its 5 tests are mechanical, the 5th is bun's whole install-summary printer	wave 65 sized it against the frozen w65bc baseline. mbun has NO `remove` subcommand (src/main.cpp:512-514 dispatches only Install/Add). The editor half is small and was written (modules/install/src/package_json_editor.cppm `remove`: delete from all four DependencyGroup::FOUR lists, then drop a list left empty so the file returns to `{name,version}` -- asserted verbatim at bun-remove.test.ts:141-150). Tests 2,3,4,5 then need only exact strings mbun can already produce: `package.json doesn't have dependencies, there's nothing to remove!` on stderr with a bare version line on stdout (:222-227), trailing-newline retention (:289-299), and ` done` (:332). Test 1 is the wall: ONE test asserts FOUR different summary shapes depending on lockfile/node_modules state -- `+ pkg2@<relpath>` + blank + `1 package installed` + `Removed: 1` with stderr `Saved lockfile` (:93-102) when a dep remains, versus `- pkg2` + `1 package removed` with stderr `\npackage.json has no dependencies! Deleted empty lockfile` (:133-140) when none does. That is bun's install_with_manager summary printer (print_summary_installed / print_summary_removed), not a remove feature, and mbun's InstallSummary carries no per-package literal for folder deps to print `@<relpath>` from. 4/5 tests is still 0 files. Prerequisite `bun add file:<path>` IS landed by wave 65, so a later lane starts from a working add
bun	cli/install/hosted-git-info/boundary-conditions.test.ts as a green baseline entry	NOT_A_BUG	0 files either way; it is scoreboard noise	wave 65 ran it SERIALLY against two frozen binaries -- the wave-65 baseline (w65bc) and the changed build (w65bc-a1) -- and it fails IDENTICALLY on both: `(fail) hosted-git-info boundary conditions > handle $description ^ this test timed out after 5000ms`, 0 pass / 1 fail, ~5.1s each. Its `green` classification in a parallel round is luck: the single test makes a real github.com request, so it passes only when the sandbox happens to resolve it. Wave 65's parallel BEFORE round scored it green and the AFTER round scored it test-failure, which reads as a -1 regression and is not one. Treat any before/after delta on this file as noise and exclude it from both directions of a green count, exactly as the wave-65 brief instructed
bun	`bun install --lockfile-only` for a registry dep absent from the lockfile	TOO_BIG	2 files (cli/install/lockfile-only.test.ts), needs resolve-without-download	wave 65 minimised it: `mbun install --lockfile-only` on `{"dependencies":{"baz":"0.0.1"}}` with no lockfile exits 1 with `error: --lockfile-only for unresolved registry dependency 'baz' is not implemented yet` (modules/install/src/command.cppm:1227). Both tests in the file assert exit 0 AND that EXACTLY ONE registry request is made -- the manifest, never the tarball (lockfile-only.test.ts:79-80). So it is not a flag gap: it needs a resolution path that fetches and pins a manifest without entering registry_install's download/extract pipeline, then writes both bun.lockb and bun.lock. mbun's `--lockfile-only` today only carries edges the lockfile ALREADY records (command.cppm:1211-1215), which is why a first install cannot use it
bun	napi/node-napi-tests (napi addons)	OVERTURNED	+21 bun files for a link flag + 6 globals	OVERTURNS the `napi/node-napi-tests BLOCKED, 51 of 55` row above. Its DIAGNOSIS was right (6 dynamic symbols) and its VERDICT was wrong: BLOCKED means "needs something unavailable", but mbun already implements 241 napi entry points (nm -C shows napi_create_function/napi_get_undefined/napi_module_register as T) -- they were simply absent from the DYNAMIC symbol table, so every dlopen'd .node died with "undefined symbol: napi_define_properties". Two-part fix, wave 65: (1) -Wl,--export-dynamic, which mcpp only honours from a REGISTRY package, never from mcpp.toml -- the root mcpp.toml has carried that exact flag for waves with zero effect (verified against the generated build.ninja), so it moved to mcpp/pkgs/m/mbun.jsc-prebuilt.lua; (2) bun's globals postMessage/reportError/BuildError/BuildMessage/ResolveError/ResolveMessage, which test/common/index.js:341 references UNGUARDED behind `typeof Bun === "object"` -- ReferenceError: postMessage is not defined killed every file that loaded node's harness. napi 8 -> 29 green, serially confirmed 29/29 at --jobs 1. Gates: 335 previously-green bun 334+1-proven-flake, 450 previously-passing node 450/450. Remaining 29 are real napi gaps (~30 addon scripts still hit symbol-lookup on entry points this build does not define) plus 5 needing a SHARED libstdc++ that -static-libstdc++ does not provide
bun	js/valkey	MIS-SIZED	11 docker-blocked, not 15	CORRECTS the `js/valkey BLOCKED 15 files` row above. Re-measured wave 65 against w63-fin-bun logs: only 11 of the 15 say "Failed to build service". The other 4 (valkey-gc, valkey-incremental-scan, valkey-tls-verify, reliability/resp-nesting-depth) run against in-process mock sockets and need NO service -- they fail on mbun's own "Redis commands over a live socket are not yet implemented in mbun (DEFERRED: needs the event loop)". They are actionable RedisClient work, not docker
bun	bake/dev	CONFIRMED	23 non-green files, both walls re-verified	RE-VERIFIED wave 65 against the current binary; the `bake/dev TOO_BIG 18 files` row above HOLDS, with two corrections. Size is 23 non-green under test/bake, not 18. And the PROXIMATE blocker today is wall 1, not the subsystem: 16 files die during collection on "AssertionError: dev server tests must be in test/bake/dev, not @/…" because JSC's `@file:l:c` frame survives bake-harness stackTraceFileName() and fails startsWith(devTestRoot) -- they never reach a dev server at all. Wall 2 independently confirmed: Bun.serve({app}) is rejected and both `bun:app` and `bun:bake` are missing, so removing the `@` alone buys 0 files. Do not re-open on the strength of the stack-format diagnosis
bun	`bun pm` as a subcommand	UNDER-SIZED	22 CLI files, not ~10	CORRECTS the `bun pm TOO_BIG ~10 cli/install files` row above. Wave 65 counted every non-green CLI file whose log opens with `error: Script not found`: 22, spanning pm/pm-pkg/pm-why/audit/create/info/pack/patch/publish/remove/npmrc/bunx plus cli/init, cli/create, cli/run/multi-run and both update_interactive files. The verdict TOO_BIG is unchanged -- each word is its own feature -- but the prize is more than twice what the row records
bun	js/bun resolver auto-install	OVER-SIZED	1 file, not 2	CORRECTS the `resolver auto-install BLOCKED 2 files` row above. mock-module-non-string.test.ts is GREEN today (5 pass / 0 fail in w63-fin-bun); only resolve-autoinstall-invalid-name still fails. Re-measure a struck row's file COUNT before quoting it -- another lane greened half of this one and nobody updated the row
bun	all-skipped as a gainable bucket (whole corpus, 73 files)	NOT_A_BUG	0 files of 73	GENERALISES the `js/web all-skipped 8 files` row above from 8 files to all 73 in the corpus. Wave 65 extracted the top-level gate of every one: describe/test.todo, test.ignore, skipIf(!isDebug|!isASAN), skipIf(!isWindows|!isMacOS|!isArm64), test.if(isWindows), missing credentials (s3/azure/stripe/mongo/smtp/postgres), or !faultInjection.available(). Every one is correctly skipped and matches bun. `green` requires passed > 0, so an all-skipped file can NEVER be green: these 73 are structurally unreachable and must be subtracted from any ceiling, not counted as work
bun	the "545 files struck or blocked" census figure itself	OVER-COUNTED	the registry names ~180 bun files, not 545	Wave 65 re-derived the bun census from w63-fin-bun per file instead of per area. Of 924 non-green: 141 can never be green here (73 all-skipped, 60 external service/registry/toolchain, 6 no-tests, 4 ahead-of-reference); 54 are mbun defects with no verdict (47 timeout, 4 oom, 2 crash, 1 load-error); 52 were napi (now reclaimed); 23 bake; 4 valkey socket; and 650 are ordinary un-triaged test-failure long tail across js/bun, regression/issue, js/node and js/web that NO struck row names. Two attribution errors fed the 545: whole directories were charged to a row that names a handful of files, and cli/install's 54 failures were charged to "needs a registry" when their logs show mbun's own "not implemented yet" (local tarball deps, root lifecycle scripts, dependency types, parseLockfile, Bun.Terminal, `mbun publish`) against the harness's dummy registry. Corrected bun ceiling: 1902-141 = 1761 (92.6%) absolute, 1738 (91.4%) holding bake struck -- not 1202/63.2%
node	process._getActiveRequests / getActiveResourcesInfo reporting fs requests (OVERTURNED)	LOW_YIELD	was 2 files, now landed	OVERTURNS the TOO_BIG row above. Landed in w65/asyncfs commits 68a0709 + 3152f9f. The entry's diagnosis was right -- the blocker really was 'make node:fs actually asynchronous' -- but it over-sized the fix. Only ELEVEN entry points were still calling their callback inline (open, stat, lstat, fstat, appendFile, readdir, unlink, mkdir, chmod, readlink, lchmod); readFile/writeFile had ALREADY been deferred with G.setImmediate, and ~24 more were already queueMicrotask-deferred, so the change was a wrapper over 11 functions plus a request registry, not a rewrite of the fs layer. Measured 1685 node + 498 bun files: +2 node, 0 lost either side, tick_order_gate 7/7. Do not re-strike
fs	async fs callbacks that land BEFORE process.nextTick (the queueMicrotask residue)	TOO_BIG	~24 entry points, unmeasured file gain	node's contract is that an fs callback runs after BOTH the nextTick queue and the microtask queue of the calling turn. w65/asyncfs fixed the 11 entry points that ran INSIDE the caller's frame, but ~24 siblings (read, write, close, access, realpath, rename, copyFile, rm, rmdir, truncate, ftruncate, utimes, symlink, link, mkdtemp, exists, opendir, statfs, fsync, readv, writev, glob, chown, fchown, lchown, lutimes, futimes, fdatasync, cp) still defer with G.queueMicrotask, and process.nextTick has STRICT PRIORITY over promise microtasks in this runtime -- so their completion still beats a nextTick queued before it, which is backwards from node. Probe: tools scratch p1.js shows 'micro cb tick'. Moving them onto the same batched drain is mechanical (they are one-line queueMicrotask sites), but it re-orders ~24 APIs at once on a surface the whole corpus uses, and no file is known to be gated on it -- so it needs its own before/after round, not a drive-by
fs	fs.promises resolving in the caller's microtask turn	TOO_BIG	~40 entry points, unmeasured file gain	Every fsPromises method is `Promise.resolve().then(() => <sync impl>)`, so the await continuation is a microtask of the CALLING turn: measured, `await fs.promises.stat()` lands before a process.nextTick queued at call time, and before a setTimeout(0) that node's timers phase would have run first. Node resolves from the poll phase. The idiom is textually repeated across ~40 methods rather than funnelled through one helper, so fixing it means either introducing that helper (touching every method) or resolving each from the callback layer's batched drain. The callback layer was fixed first because it is the one with the hard 'never inside the caller's frame' guarantee; promises only get the phase wrong, never the frame
node	entry-point not-found message (node shape)	OVERTURNED	+2 node files, 0 bun files; both corpora measured wide then serially	w65 dialect lane. The row above was right that the two invocations are indistinguishable AT THE CALL SITE and wrong that this makes it a ceiling: the discriminator is the PROCESS, not the call. src/main.cpp resolves a dialect once (mbun::app::resolve_dialect: --dialect/MBUN_DIALECT > argv0 ends in `node` > subcommand, where `mbun test|run|install|...` is bun and a bare `mbun <file>` is node) and app.cppm report_run_target_not_found dispatches on it. test-module-main-fail.js and test-module-main-preserve-symlinks-fail.js both go fail->pass (serially confirmed, --jobs 1). The bun side is untouched: `mbun test` exports MBUN_DIALECT=bun so if-present.test.ts:35 -- which spawns a bare `<bin> ./notpresent.js` from inside a test run -- still gets bun`s `Module not found` and stays green 8p/0f, and bun-run.test.ts stays 156p/136f. Wide gate: node 1581->1583 pass with 0 regressions; bun 984->983 green in the parallel screen, and every one of the 16 movers re-ran IDENTICAL at --jobs 1 except node-dns.test.js, which fails on the BEFORE binary 3 times out of 3 (Google returns ...::8a then ...::8b for one hostname). Two prerequisites came with it, neither a dialect item: execFileSync threw "execFileSync failed: <file>" instead of node`s "Command failed: <argv>\\n<child stderr>" (process_web.cppm; no corpus file on either side pinned the old wording), and run_script reported a missing entry as "mbun run: cannot read script" instead of routing to the shared reporter
both	cross-corpus behaviour conflicts, census of -- 1 of 11 landed	DEFERRED	9 conflicts remain, worth ~5 node + ~9 bun files	w65 dialect lane, follow-up to the census row above. The MECHANISM now exists and is proven end to end: mbun::jsc::runtime::Dialect + set_dialect/dialect_is_node (runtime.cppm, api_impl.inc), the non-enumerable globalThis.__mbunDialect for the builtins layer (bindings_install.inc -- enumerable would fail every node file that requires common/index.js:413), and MBUN_DIALECT export for children. A follow-up lane adds a BRANCH, not a mechanism. Remaining, each with what it needs: (1) path.win32.toNamespacedPath trailing separator [node path builtin]; (2) worker stack-overflow message trailing period [JSC message text; 4 of the 6 bun sites are inline snapshots]; (3) AsyncResource default triggerAsyncId 0 vs 1 [async_hooks.cppm]; (4) path.format pathObject TypeError wording; (5) node:http HTTP/1.0 close-delimited framing (useChunkedEncodingByDefault); (6) crypto.getRandomValues 65536-byte quota [node throws QuotaExceededError, bun has no quota]; (7)+(8) test-crypto-key-objects.js -- PKCS#1 DER decode error string (OpenSSL 3 DECODER vs BoringSSL) and the OKP JWK x/d mismatch check; (9) AbortError DOMException trailing stop (latent today, live the moment anyone unifies the two spellings). NOT on this list: getCurves (lost a file in EACH corpus -- ordinary unfinished implementation) and the nextTick promise-reaction arm (already overturned by 1b1f56e; pinned by tick_order_gate.py). CAUTION for anyone adding branch #2: the subcommand rule makes a bare `mbun <file>` node-flavoured for the WHOLE process, so a new dispatch point fires on every node corpus file, not just the one you are aiming at -- gate wide on both corpora and diff per-file assertion counts, not just classification
bun	console: route the GLOBAL console through node's util.inspect (one formatter)	DECLINED	0 node files gained, -2 measured bun assertions; the two formatters are correct	wave 65 IMPLEMENTED it and reverted it. mbun has two formatters on purpose: node:console's Console class already formats through util.formatWithOptions (process_web.cppm consoleMethods.log), while the GLOBAL console.log formats through Bun.inspect (markdown_web.cppm inspect1) because real bun's console.log output === Bun.inspect(x) -- double quotes, not node's single quotes. Pointing inspect1 at util.inspect gained ZERO node files over the FULL 1955-file node corpus (1582 -> 1581, the one move a http2 timeout flake) and broke two bun assertions that pin bun-style console output from a SPAWNED child: js/node/stream/node-stream.test.js 'should send Readable events in the right order' wants '[ "readable", "pause" ]' and got '[ 'readable', 'pause' ]'; js/node/child_process/child_process-node.test.js 'should use process.env as default env' wants TMPDIR: "..." and got TMPDIR: '...'. There is NO discriminator available: compat/bun/test/js/web/console/console-log.test.ts spawns bunExe() on a plain .js file and diffs stdout against console-log.expected.txt, which is the SAME invocation mode the node corpus uses, so a run-mode/test-mode switch cannot separate them. The node corpus does not want this anyway -- node's own console tests hook a Console over a captured stream, which is the util.inspect path already
node	util.inspect breakLength / node's reduceToSingleString + groupArrayElements multi-line layout	TOO_BIG	a ctx-carrying rewrite of inspectValue; unmeasured upside	wave 65 landed maxArrayLength/maxStringLength truncation (commit 'fix(util): inspect truncates lists at maxArrayLength') and stopped short of the LAYOUT. mbun's nodeBlock (bootstrap.cppm) is a two-case approximation -- everything on one line unless compact:false -- where node's reduceToSingleString needs ctx.indentationLvl, ctx.currentDepth (the deepest depth reached in the CURRENT subtree, not the current one), ctx.breakLength=128, ctx.compact=3, isBelowBreakLength's start-offset arithmetic, and groupArrayElements' column solver (sqrt/bias/padStart-vs-padEnd). inspectValue carries none of that state: it threads (v, opts, seen, depth) and computes indentation as '  '.repeat(depth). Porting it means restructuring the formatter around a ctx object, which is the same shape as the round-4 full-override that had to be dropped for perf -- see the util-inspect-full-override-perf-trap note and gate any attempt on test-util-inspect-long-running.js (10.7s on the wave-65 baseline). What it would buy is UNMEASURED: it is what compat/bun/test/js/web/console/console-log.expected.txt:179 and test-util-inspect's grouped-array cases need, but both files fail on several other counts too
